id	injection_order	batch	class	technical_rep	biological_rep
x281_UR_norm_MM_mealB_t02_rtech3_RP_short_SWATH_neg	281	2	MM	3	mealB_t02
x282_UR_norm_MM_mealA_t06_rtech3_RP_short_SWATH_neg	282	2	MM	3	mealA_t06
x283_UR_norm_DD_mealB_t05_rtech3_RP_short_SWATH_neg	283	2	DD	3	mealB_t05
x284_UR_norm_AA_mealA_t03_rtech3_RP_short_SWATH_neg	284	2	AA	3	mealA_t03
x285_UR_norm_DD_mealC_t00_rtech3_RP_short_SWATH_neg	285	2	DD	3	mealC_t00
x286_QC_norm_49_RP_short_SWATH_neg	286	2	QC	49	QC
x287_QC_norm_50_RP_short_SWATH_neg	287	2	QC	50	QC
x288_UR_norm_AA_mealB_t07_rtech3_RP_short_SWATH_neg	288	2	AA	3	mealB_t07
x289_UR_norm_AA_mealB_t05_rtech3_RP_short_SWATH_neg	289	2	AA	3	mealB_t05
x290_UR_norm_AA_mealC_t02_rtech3_RP_short_SWATH_neg	290	2	AA	3	mealC_t02
x291_UR_norm_DD_mealA_t08_rtech3_RP_short_SWATH_neg	291	2	DD	3	mealA_t08
x292_UR_norm_MM_mealC_t08_rtech3_RP_short_SWATH_neg	292	2	MM	3	mealC_t08
x293_UR_norm_DD_mealA_t06_rtech3_RP_short_SWATH_neg	293	2	DD	3	mealA_t06
x294_UR_norm_AA_mealA_t07_rtech3_RP_short_SWATH_neg	294	2	AA	3	mealA_t07
x295_QC_norm_51_RP_short_SWATH_neg	295	2	QC	51	QC
x296_QC_norm_52_RP_short_SWATH_neg	296	2	QC	52	QC
x297_UR_norm_AA_mealA_t06_rtech3_RP_short_SWATH_neg	297	2	AA	3	mealA_t06
x298_UR_norm_AA_mealA_t02_rtech3_RP_short_SWATH_neg	298	2	AA	3	mealA_t02
x299_UR_norm_AA_mealC_t00_rtech3_RP_short_SWATH_neg	299	2	AA	3	mealC_t00
x300_UR_norm_MM_mealC_t01_rtech3_RP_short_SWATH_neg	300	2	MM	3	mealC_t01
x301_UR_norm_AA_mealC_t05_rtech3_RP_short_SWATH_neg	301	2	AA	3	mealC_t05
x302_UR_norm_AA_mealC_t04_rtech3_RP_short_SWATH_neg	302	2	AA	3	mealC_t04
x303_UR_norm_MM_mealC_t05_rtech3_RP_short_SWATH_neg	303	2	MM	3	mealC_t05
x304_QC_norm_53_RP_short_SWATH_neg	304	2	QC	53	QC
x305_QC_norm_54_RP_short_SWATH_neg	305	2	QC	54	QC
x306_BananaShake_norm_rtech1_RP_short_SWATH_neg	306	2	meal A	1	A
x307_PapayaShake_norm_rtech1_RP_short_SWATH_neg	307	2	meal B	1	B
x308_KefirShake_norm_rtech1_RP_short_SWATH_neg	308	2	meal C	1	C
x309_QC_norm_55_RP_short_SWATH_neg	309	2	QC	55	QC
x310_KefirShake_norm_rtech2_RP_short_SWATH_neg	310	2	meal C	2	C
x311_PapayaShake_norm_rtech2_RP_short_SWATH_neg	311	2	meal B	2	B
x312_BananaShake_norm_rtech2_RP_short_SWATH_neg	312	2	meal A	2	A
x313_QC_norm_56_RP_short_SWATH_neg	313	2	QC	56	QC
x314_PapayaShake_norm_rtech3_RP_short_SWATH_neg	314	2	meal B	3	B
x315_BananaShake_norm_rtech3_RP_short_SWATH_neg	315	2	meal A	3	A
x316_KefirShake_norm_rtech3_RP_short_SWATH_neg	316	2	meal C	3	C
